"Export for HP:0012823"
"Gene","Associated diseases"
"SAMHD1 (25939)","CHILBLAIN LUPUS 2 (OMIM:614415), AICARDI-GOUTIERES SYNDROME 5 (OMIM:612952), Aicardi-Goutières syndrome (ORPHA:51)"
"XPC (7508)","XERODERMA PIGMENTOSUM, COMPLEMENTATION G... (OMIM:278720), Xeroderma pigmentosum (ORPHA:910)"
"TMEM43 (79188)","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLAS... (OMIM:604400), EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUT... (OMIM:614302)"
"SIN3A (25942)","15q24 microdeletion syndrome (ORPHA:94065), WITTEVEEN-KOLK SYNDROME (OMIM:613406)"
"PLEKHG2 (64857)","LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY... (OMIM:616763)"
"SLC34A3 (142680)","HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCI... (OMIM:241530), Hereditary hypophosphatemic rickets with... (ORPHA:157215)"
"CPOX (1371)","COPROPORPHYRIA, HEREDITARY (OMIM:121300), Hereditary coproporphyria (ORPHA:79273)"
"PPARG (5468)","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3 (OMIM:604367), Berardinelli-Seip congenital lipodystrop... (ORPHA:528), OBESITY (OMIM:601665), CAROTID INTIMAL MEDIAL THICKNESS 1 (OMIM:609338), PPARG-related familial partial lipodystr... (ORPHA:79083)"
"CPT2 (1376)","CARNITINE PALMITOYLTRANSFERASE II DEFICI... (OMIM:255110), CARNITINE PALMITOYLTRANSFERASE II DEFICI... (OMIM:608836), Carnitine palmitoyl transferase II defic... (ORPHA:228305), Carnitine palmitoyl transferase II defic... (ORPHA:228308), Carnitine palmitoyl transferase II defic... (ORPHA:228302), CARNITINE PALMITOYLTRANSFERASE II DEFICI... (OMIM:600649)"
"PNKD (25953)","PAROXYSMAL NONKINESIGENIC DYSKINESIA 1 (OMIM:118800)"
"CFI (3426)","COMPLEMENT FACTOR I DEFICIENCY (OMIM:610984)"
"GOSR2 (9570)","EPILEPSY, PROGRESSIVE MYOCLONIC, 6 (OMIM:614018)"
"LGI4 (163175)","ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUR... (OMIM:617468), Hypomyelination neuropathy-arthrogryposi... (ORPHA:2680)"
"CREBBP (1387)","RUBINSTEIN-TAYBI SYNDROME 1 (OMIM:180849)"
"PREPL (9581)","MYASTHENIC SYNDROME, CONGENITAL, 22 (OMIM:616224), Hypotonia-cystinuria syndrome (ORPHA:163690), 2p21 microdeletion syndrome (ORPHA:163693)"
"ZAP70 (7535)","SELECTIVE T-CELL DEFECT (OMIM:269840), AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTI... (OMIM:617006)"
"TOE1 (114034)","PONTOCEREBELLAR HYPOPLASIA, TYPE 7 (OMIM:614969)"
"ALG2 (85365)","ALG2-CDG (ORPHA:79326), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:607906), MYASTHENIC SYNDROME, CONGENITAL, 14 (OMIM:616228)"
"MMACHC (25974)","METHYLMALONIC ACIDURIA AND HOMOCYSTINURI... (OMIM:277400), Methylmalonic acidemia with homocystinur... (ORPHA:79282)"
"GIPC3 (126326)","DEAFNESS, AUTOSOMAL RECESSIVE 15 (OMIM:601869)"
"NDUFA11 (126328)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"CHMP2B (25978)","Amyotrophic lateral sclerosis (ORPHA:803), Progressive non-fluent aphasia (ORPHA:100070), Behavioral variant of frontotemporal dem... (ORPHA:275864), AMYOTROPHIC LATERAL SCLEROSIS 17 (OMIM:614696), FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LI... (OMIM:600795)"
"ZIC3 (7547)","HETEROTAXY, VISCERAL, 1, X-LINKED (OMIM:306955), VACTERL ASSOCIATION WITH HYDROCEPHALUS, ... (OMIM:314390)"
"JPH1 (56704)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607831)"
"CRYAB (1410)","Familial isolated dilated cardiomyopathy (ORPHA:154), MYOPATHY, MYOFIBRILLAR, 2, MFM2 (OMIM:608810), CATARACT, POSTERIOR POLAR, 2 (OMIM:613763), MYOPATHY, MYOFIBRILLAR, FATAL INFANTILE ... (OMIM:613869), CARDIOMYOPATHY, DILATED, 1II (OMIM:615184)"
"PPP1R3A (5506)","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3 (OMIM:604367), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853)"
"TUBGCP6 (85378)","MICROCEPHALY AND CHORIORETINOPATHY, AUTO... (OMIM:251270), Autosomal recessive chorioretinopathy-mi... (ORPHA:2518)"
"C2CD3 (26005)","OROFACIODIGITAL SYNDROME XIV (OMIM:615948)"
"IGF1 (3479)","Growth delay due to insulin-like growth ... (ORPHA:73272), INSULIN-LIKE GROWTH FACTOR I DEFICIENCY (OMIM:608747)"
"BCL11B (64919)","IMMUNODEFICIENCY 49 (OMIM:617237)"
"IGF1R (3480)","Growth delay due to insulin-like growth ... (ORPHA:73273), INSULIN-LIKE GROWTH FACTOR I, RESISTANCE... (OMIM:270450)"
"SNCAIP (9627)","PARKINSON DISEASE, LATE-ONSET (OMIM:168600)"
"TENM4 (26011)","TREMOR, HEREDITARY ESSENTIAL, 5 (OMIM:616736)"
"CSF1R (1436)","LEUKOENCEPHALOPATHY, DIFFUSE HEREDITARY,... (OMIM:221820)"
"KANSL1 (284058)","KOOLEN-DE VRIES SYNDROME (OMIM:610443)"
"PPT1 (5538)","CEROID LIPOFUSCINOSIS, NEURONAL, 1 (OMIM:256730)"
"CYP2R1 (120227)","VITAMIN D HYDROXYLATION-DEFICIENT RICKET... (OMIM:600081)"
"ARHGEF10 (9639)","SLOWED NERVE CONDUCTION VELOCITY, AUTOSO... (OMIM:608236)"
"ZNF592 (9640)","GALLOWAY-MOWAT SYNDROME (OMIM:251300), CAMOS syndrome (ORPHA:83472)"
"PRCC (5546)","RENAL CELL CARCINOMA, PAPILLARY, 1 (OMIM:605074)"
"PDP1 (54704)","PYRUVATE DEHYDROGENASE PHOSPHATASE DEFIC... (OMIM:608782)"
"CSNK2A1 (1457)","OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME (OMIM:617062)"
"NEK8 (284086)","RENAL-HEPATIC-PANCREATIC DYSPLASIA 2 (OMIM:615415), NEPHRONOPHTHISIS 9 (OMIM:613824)"
"IGHM (3507)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIV... (OMIM:601495)"
"IGHMBP2 (3508)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616155), SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOM... (OMIM:604320)"
"NUS1 (116150)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:617082)"
"C12ORF65 (91574)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:613559), Behr syndrome (ORPHA:1239)"
"TBCK (93627)","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR R... (OMIM:616900)"
"CEP135 (9662)","Autosomal recessive primary microcephaly (ORPHA:2512), MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECES... (OMIM:614673)"
"DOCK7 (85440)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:615859)"
"PRKAR1A (5573)","CARNEY COMPLEX, TYPE 1 (OMIM:160980), Familial atrial myxoma (ORPHA:615), ACRODYSOSTOSIS 1, WITH OR WITHOUT HORMON... (OMIM:101800), Acrodysostosis (ORPHA:950), Primary pigmented nodular adrenocortical... (ORPHA:189439), MYXOMA, INTRACARDIAC (OMIM:255960), THYROID CANCER, NONMEDULLARY, 1 (OMIM:188550), Carney complex (ORPHA:1359), Acrodysostosis with multiple hormone res... (ORPHA:280651), PIGMENTED NODULAR ADRENOCORTICAL DISEASE... (OMIM:610489)"
"KBTBD13 (390594)","NEMALINE MYOPATHY 6 (OMIM:609273)"
"FMN2 (56776)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:616193)"
"PRKCD (5580)","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME,... (OMIM:615559), Common variable immunodeficiency (ORPHA:1572)"
"PRKCG (5582)","SPINOCEREBELLAR ATAXIA 14 (OMIM:605361)"
"PNPLA8 (50640)","MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDO... (OMIM:251950)"
"DEPDC5 (9681)","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE ... (OMIM:604364)"
"CAVIN1 (284119)","Generalized congenital lipodystrophy wit... (ORPHA:228429), LIPODYSTROPHY, CONGENITAL GENERALIZED, T... (OMIM:613327)"
"CTLA4 (1493)","Classic mycosis fungoides (ORPHA:2584), Sézary syndrome (ORPHA:3162), AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME,... (OMIM:616100), Granulomatosis with polyangiitis (ORPHA:900)"
"PRKDC (5591)","IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUR... (OMIM:615966)"
"IGLL1 (3543)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIV... (OMIM:613500)"
"NUP93 (9688)","NEPHROTIC SYNDROME, TYPE 12 (OMIM:616892)"
"CTNS (1497)","CYSTINOSIS, NEPHROPATHIC (OMIM:219800), CYSTINOSIS, ADULT NONNEPHROPATHIC (OMIM:219750), Nephropathic infantile cystinosis (ORPHA:411629), CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLE... (OMIM:219900)"
"CTNNB1 (1499)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 1... (OMIM:615075), Craniopharyngioma (ORPHA:54595), MEDULLOBLASTOMA (OMIM:155255), Desmoid tumor (ORPHA:873), PILOMATRIXOMA (OMIM:132600), Pediatric hepatocellular carcinoma (ORPHA:33402), COLORECTAL CANCER (OMIM:114500), OVARIAN CANCEROVARIAN CANCER, EPITHELIAL... (OMIM:167000), HEPATOCELLULAR CARCINOMA (OMIM:114550)"
"IKBKB (3551)","IMMUNODEFICIENCY 15 (OMIM:615592)"
"GFM1 (85476)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:609060)"
"CTSD (1509)","CEROID LIPOFUSCINOSIS, NEURONAL, 10 (OMIM:610127)"
"CEP57 (9702)","Mosaic variegated aneuploidy syndrome (ORPHA:1052), MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2 (OMIM:614114)"
"ABHD12 (26090)","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RE... (OMIM:612674)"
"TOR1AIP1 (26092)","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Y (OMIM:617072)"
"RUBCN (9711)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:615705)"
"HYDIN (54768)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 5 (OMIM:608647)"
"NEUROG3 (50674)","Enteric anendocrinosis (ORPHA:83620), DIARRHEA 4, MALABSORPTIVE, CONGENITAL (OMIM:610370)"
"PRNP (5621)","SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYC... (OMIM:606688), Familial Alzheimer-like prion disease (ORPHA:280397), CREUTZFELDT-JAKOB DISEASE (OMIM:123400), HUNTINGTON DISEASE-LIKE 1 (OMIM:603218), GERSTMANN-STRAUSSLER DISEASE (OMIM:137440), FATAL FAMILIAL INSOMNIA (OMIM:600072), Inherited Creutzfeldt-Jakob disease (ORPHA:282166)"
"CRB2 (286204)","VENTRICULOMEGALY WITH CYSTIC KIDNEY DISE... (OMIM:219730), FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9 (OMIM:616220)"
"TMEM240 (339453)","SPINOCEREBELLAR ATAXIA 21 (OMIM:607454)"
"CYB5A (1528)","46,XY disorder of sex development due to... (ORPHA:90796), METHEMOGLOBINEMIA TYPE IV (OMIM:250790)"
"PROC (5624)","Severe hereditary thrombophilia due to c... (ORPHA:745), THROMBOPHILIA DUE TO PROTEIN C DEFICIENC... (OMIM:612304), THROMBOPHILIA, HEREDITARY, DUE TO PROTEI... (OMIM:176860)"
"PRODH (5625)","Hyperprolinemia type 1 (ORPHA:419), HYPERPROLINEMIA, TYPE I (OMIM:239500)"
"PINK1 (65018)","PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE... (OMIM:605909)"
"SEMA3E (9723)","CHARGE syndrome (ORPHA:138), CHARGE SYNDROME (OMIM:214800), HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR ... (OMIM:146110)"
"ATPAF2 (91647)","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) D... (OMIM:604273)"
"PRPS1 (5631)","Lethal ataxia with deafness and optic at... (ORPHA:1187), PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE S... (OMIM:300661), ARTS SYNDROME (OMIM:301835), CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RE... (OMIM:311070), X-linked Charcot-Marie-Tooth disease typ... (ORPHA:99014)"
"CYBA (1535)","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMA... (OMIM:233690), Chronic granulomatous disease (ORPHA:379)"
"CYBB (1536)","ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LI... (OMIM:300645), GRANULOMATOUS DISEASE, CHRONIC, X-LINKED (OMIM:306400), Chronic granulomatous disease (ORPHA:379)"
"TRPM6 (140803)","HYPOMAGNESEMIA WITH SECONDARY HYPOCALCEM... (OMIM:602014)"
"CEP104 (9731)","JOUBERT SYNDROME 25 (OMIM:616781), Joubert syndrome (ORPHA:475)"
"CYLD (1540)","TRICHOEPITHELIOMA, MULTIPLE FAMILIAL, 1 (OMIM:601606), Familial cylindromatosis (ORPHA:211), Familial multiple trichoepithelioma (ORPHA:867), CYLINDROMATOSIS, FAMILIAL (OMIM:132700), BROOKE-SPIEGLER SYNDROME (OMIM:605041)"
"PRPF31 (26121)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 11 (OMIM:600138)"
"TCTN3 (26123)","JOUBERT SYNDROME 18 (OMIM:614815), OROFACIODIGITAL SYNDROME IV (OMIM:258860), Orofaciodigital syndrome type 4 (ORPHA:2753)"
"IBA57 (200205)","MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYND... (OMIM:615330), SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSI... (OMIM:616451)"
"IFT140 (9742)","Retinitis pigmentosa (ORPHA:791), MAINZER-SALDINO SYNDROME (OMIM:266920), Jeune syndrome (ORPHA:474), Leber congenital amaurosis (ORPHA:65)"
"NLRP12 (91662)","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME ... (OMIM:611762)"
"KIF1BP (26128)","Goldberg-Shprintzen megacolon syndrome (ORPHA:66629), GOLDBERG-SHPRINTZEN SYNDROME (OMIM:609460)"
"RELN (5649)","EPILEPSY, LATERAL TEMPORAL LOBE, AUTOSOM... (OMIM:600512), LISSENCEPHALY 2 (OMIM:257320)"
"CHCHD10 (400916)","SPINAL MUSCULAR ATROPHY, JOKELA TYPE (OMIM:615048), MYOPATHY, ISOLATED MITOCHONDRIAL, AUTOSO... (OMIM:616209), Amyotrophic lateral sclerosis (ORPHA:803), FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPH... (OMIM:615911)"
"NDUFS7 (374291)","Isolated complex I deficiency (ORPHA:2609), LEIGH SYNDROME (OMIM:256000)"
"PUS3 (83480)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:617051)"
"ZNF148 (7707)","GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HY... (OMIM:617260)"
"PSAP (5660)","COMBINED SAPOSIN DEFICIENCY (OMIM:611721), KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN... (OMIM:611722), METACHROMATIC LEUKODYSTROPHY DUE TO SAPO... (OMIM:249900), GAUCHER DISEASE, ATYPICAL, DUE TO SAPOSI... (OMIM:610539), Encephalopathy due to prosaposin deficie... (ORPHA:139406)"
"KMT2B (9757)","DYSTONIA 28, CHILDHOOD-ONSET (OMIM:617284)"
"IMPDH1 (3614)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 10 (OMIM:180105), LEBER CONGENITAL AMAUROSIS 11 (OMIM:613837), Leber congenital amaurosis (ORPHA:65)"
"PSEN1 (5663)","PICK DISEASE OF BRAIN (OMIM:172700), FRONTOTEMPORAL DEMENTIA (OMIM:600274), ALZHEIMER DISEASE 3 (OMIM:607822), CARDIOMYOPATHY, DILATED, 1U (OMIM:613694), Familial isolated dilated cardiomyopathy (ORPHA:154), Progressive non-fluent aphasia (ORPHA:100070), Early-onset autosomal dominant Alzheimer... (ORPHA:1020), ACNE INVERSA, FAMILIAL, 3 (OMIM:613737), Behavioral variant of frontotemporal dem... (ORPHA:275864)"
"REEP1 (65055)","NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:614751), SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINAN... (OMIM:610250)"
"PSEN2 (5664)","Familial isolated dilated cardiomyopathy (ORPHA:154), Early-onset autosomal dominant Alzheimer... (ORPHA:1020), CARDIOMYOPATHY, DILATED, 1V (OMIM:613697), ALZHEIMER DISEASE 4 (OMIM:606889)"
"NDE1 (54820)","LISSENCEPHALY 4 (OMIM:614019), MICROHYDRANENCEPHALY (OMIM:605013)"
"EARS2 (124454)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:614924)"
"CYP11B1 (1584)","Congenital adrenal hyperplasia due to 11... (ORPHA:90795), ADRENAL HYPERPLASIA, CONGENITAL, DUE TO ... (OMIM:202010), GLUCOCORTICOID-REMEDIABLE ALDOSTERONISM (OMIM:103900), Familial hyperaldosteronism type I (ORPHA:403)"
"VPS13C (54832)","PARKINSON DISEASE 23, AUTOSOMAL RECESSIV... (OMIM:616840)"
"CYP11B2 (1585)","CORTICOSTERONE METHYLOXIDASE TYPE I DEFI... (OMIM:203400), CORTICOSTERONE METHYLOXIDASE TYPE II DEF... (OMIM:610600), Familial hyperaldosteronism type I (ORPHA:403)"
"PIEZO1 (9780)","DEHYDRATED HEREDITARY STOMATOCYTOSIS WIT... (OMIM:194380), LYMPHEDEMA, HEREDITARY, III (OMIM:616843)"
"MATR3 (9782)","AMYOTROPHIC LATERAL SCLEROSIS 21 (OMIM:606070), Amyotrophic lateral sclerosis (ORPHA:803)"
"MRPL44 (65080)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:615395)"
"APTX (54840)","ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APR... (OMIM:208920), Ataxia-oculomotor apraxia type 1 (ORPHA:1168)"
"VPS33A (65082)","MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME (OMIM:617303)"
"LAMA1 (284217)","PORETTI-BOLTSHAUSER SYNDROME (OMIM:615960)"
"DAB1 (1600)","Spinocerebellar ataxia type 37 (ORPHA:363710), SPINOCEREBELLAR ATAXIA 37 (OMIM:615945)"
"DAG1 (1605)","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (L... (OMIM:613818), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:616538), Walker-Warburg syndrome (ORPHA:899)"
"ITGA6 (3655)","Junctional epidermolysis bullosa-pyloric... (ORPHA:79403), EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH ... (OMIM:226730)"
"CC2D1A (54862)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:608443)"
"DARS (1615)","HYPOMYELINATION WITH BRAINSTEM AND SPINA... (OMIM:615281)"
"TUBB2B (347733)","Dysequilibrium syndrome (ORPHA:1766), CORTICAL DYSPLASIA, COMPLEX, WITH OTHER ... (OMIM:610031)"
"TTC25 (83538)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 35 (OMIM:617092)"
"CFHR5 (81494)","CFHR5 DEFICIENCY (OMIM:614809)"
"PIGG (54872)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:616917)"
"DNAL1 (83544)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 16 (OMIM:614017)"
"ITGA2 (3673)","BLEEDING DISORDER, PLATELET-TYPE, 9 (OMIM:614200)"
"MCCC1 (56922)","3-methylcrotonyl-CoA carboxylase deficie... (ORPHA:6), 3-METHYLCROTONYL-COA CARBOXYLASE 1 DEFIC... (OMIM:210200)"
"PSPH (5723)","PHOSPHOSERINE PHOSPHATASE DEFICIENCY (OMIM:614023)"
"ITGA3 (3675)","INTERSTITIAL LUNG DISEASE, NEPHROTIC SYN... (OMIM:614748)"
"TGM6 (343641)","SPINOCEREBELLAR ATAXIA 35 (OMIM:613908)"
"DCC (1630)","COLORECTAL CANCER (OMIM:114500), MIRROR MOVEMENTS 1 (OMIM:157600), ESOPHAGEAL CANCERESOPHAGEAL SQUAMOUS CEL... (OMIM:133239)"
"PTCH1 (5727)","Gorlin syndrome (ORPHA:377), HOLOPROSENCEPHALY 7 (OMIM:610828), Monosomy 9q22.3 (ORPHA:77301), BASAL CELL CARCINOMA, SUSCEPTIBILITY TO,... (OMIM:605462), BASAL CELL NEVUS SYNDROME (OMIM:109400)"
"ITGA7 (3679)","MUSCULAR DYSTROPHY, CONGENITAL, DUE TO I... (OMIM:613204), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"PTEN (5728)","Lhermitte-Duclos disease (ORPHA:65285), THYROID CANCER, NONMEDULLARY, 2 (OMIM:188470), BANNAYAN-RILEY-RUVALCABA SYNDROME (OMIM:153480), COWDEN SYNDROME 1 (OMIM:158350), MACROCEPHALY/AUTISM SYNDROME (OMIM:605309), MELANOMA, CUTANEOUS MALIGNANT (OMIM:155600), SQUAMOUS CELL CARCINOMA, HEAD AND NECK (OMIM:275355), Proteus syndrome (ORPHA:744), Cowden syndrome (ORPHA:201), Proteus-like syndrome (ORPHA:2969), Segmental outgrowth-lipomatosis-arteriov... (ORPHA:137608), Bannayan-Riley-Ruvalcaba syndrome (ORPHA:109), VACTERL ASSOCIATION WITH HYDROCEPHALUS (OMIM:276950), Hereditary breast and ovarian cancer syn... (ORPHA:145), ENDOMETRIAL CANCER (OMIM:608089)"
"METTL23 (124512)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615942)"
"DNAJC6 (9829)","Atypical juvenile parkinsonism (ORPHA:391411), PARKINSON DISEASE 19A, JUVENILE-ONSET (OMIM:615528)"
"WNK1 (65125)","PSEUDOHYPOALDOSTERONISM, TYPE IIC (OMIM:614492), Hereditary sensory and autonomic neuropa... (ORPHA:970), NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:201300)"
"DCTN1 (1639)","NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:607641), Perry syndrome (ORPHA:178509), PERRY SYNDROME (OMIM:168605), Amyotrophic lateral sclerosis (ORPHA:803)"
"DCX (1641)","LISSENCEPHALY, X-LINKED, 1 (OMIM:300067), Lissencephaly type 1 due to doublecortin... (ORPHA:2148)"
"ITGB4 (3691)","EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-H... (OMIM:226650), Junctional epidermolysis bullosa-pyloric... (ORPHA:79403), Generalized junctional epidermolysis bul... (ORPHA:79402), EPIDERMOLYSIS BULLOSA SIMPLEX, WEBER-COC... (OMIM:131800), EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH ... (OMIM:226730), Epidermolysis bullosa simplex with pylor... (ORPHA:158684)"
"DDC (1644)","AROMATIC L-AMINO ACID DECARBOXYLASE DEFI... (OMIM:608643)"
"ZBTB24 (9841)","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY... (OMIM:614069), ICF syndrome (ORPHA:2268)"
"MRPS22 (56945)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:611719)"
"DDOST (1650)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:614507), DDOST-CDG (ORPHA:300536)"
"MFF (56947)","ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHON... (OMIM:617086)"
"TTC19 (54902)","MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:615157)"
"ITK (3702)","LYMPHOPROLIFERATIVE SYNDROME 1 (OMIM:613011)"
"DDX3X (1654)","MENTAL RETARDATION, X-LINKED 102 (OMIM:300958)"
"STT3A (3703)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:615596), STT3A-CDG (ORPHA:370921)"
"ITPA (3704)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616647)"
"FBXL4 (26235)","MITOCHONDRIAL DNA DEPLETION SYNDROME 13 ... (OMIM:615471)"
"BSND (7809)","BARTTER SYNDROME, TYPE 4A, NEONATAL, WIT... (OMIM:602522)"
"DNAAF5 (54919)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 18 (OMIM:614874)"
"FBXO38 (81545)","NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:615575)"
"DES (1674)","SCAPULOPERONEAL SYNDROME, NEUROGENIC, KA... (OMIM:181400), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2R (OMIM:615325), CARDIOMYOPATHY, DILATED, 1I (OMIM:604765), Familial isolated dilated cardiomyopathy (ORPHA:154), MYOPATHY, MYOFIBRILLAR, 1 (OMIM:601419)"
"CFD (1675)","COMPLEMENT FACTOR D DEFICIENCY (OMIM:613912)"
"TIMM8A (1678)","OPTICOACOUSTIC NERVE ATROPHY WITH DEMENT... (OMIM:311150), MOHR-TRANEBJAERG SYNDROME (OMIM:304700)"
"PRDM8 (56978)","EPILEPSY, PROGRESSIVE MYOCLONIC, 10 (OMIM:616640), Early-onset Lafora body disease (ORPHA:324290)"
"TRMT10C (54931)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616974)"
"NPHS2 (7827)","NEPHROTIC SYNDROME, TYPE 2 (OMIM:600995)"
"POGLUT1 (56983)","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Z (OMIM:617232), DOWLING-DEGOS DISEASE 4 (OMIM:615696)"
"KCNA1 (3736)","Hereditary continuous muscle fiber activ... (ORPHA:972), EPISODIC ATAXIA, TYPE 1 (OMIM:160120)"
"KCNA2 (3737)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616366)"
"SARS2 (54938)","HYPERURICEMIA, PULMONARY HYPERTENSION, R... (OMIM:613845)"
"COCH (1690)","DEAFNESS, AUTOSOMAL DOMINANT 9 (OMIM:601369)"
"LMAN2L (81562)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:616887)"
"ANTXR2 (118429)","HYALINE FIBROMATOSIS SYNDROME (OMIM:228600), Infantile systemic hyalinosis (ORPHA:2176), Juvenile hyaline fibromatosis (ORPHA:2028)"
"OSBPL2 (9885)","DEAFNESS, AUTOSOMAL DOMINANT 67 (OMIM:616340)"
"MOGS (7841)","MOGS-CDG (ORPHA:79330), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:606056)"
"KCNB1 (3745)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616056)"
"KCNC1 (3746)","EPILEPSY, PROGRESSIVE MYOCLONIC 7 (OMIM:616187)"
"HIBCH (26275)","Neurodegeneration due to 3-hydroxyisobut... (ORPHA:88639), 3-HYDROXYISOBUTYRYL-COA HYDROLASE DEFICI... (OMIM:250620)"
