"Export for HP:0000118"
"Gene","Associated diseases"
"MYO7A (4647)","USHER SYNDROME, TYPE I (OMIM:276900), Usher syndrome type 2 (ORPHA:231178), DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESS... (OMIM:600060), Usher syndrome type 1 (ORPHA:231169), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:601317)"
"MYOC (4653)","GLAUCOMA 1, OPEN ANGLE, A (OMIM:137750), Congenital glaucoma (ORPHA:98976)"
"MYOD1 (4654)","Fetal akinesia deformation sequence (ORPHA:994)"
"GJB4 (127534)","Erythrokeratodermia variabilis (ORPHA:317), ERYTHROKERATODERMIA VARIABILIS ET PROGRE... (OMIM:133200)"
"NEXMIF (340533)","MENTAL RETARDATION, X-LINKED 98 (OMIM:300912), X-linked intellectual disability, Cantag... (ORPHA:85277)"
"PKD1L1 (168507)","HETEROTAXY, VISCERAL, 8, AUTOSOMAL (OMIM:617205)"
"NAGA (4668)","SCHINDLER DISEASE, TYPE I (OMIM:609241), Alpha-N-acetylgalactosaminidase deficien... (ORPHA:79280), Alpha-N-acetylgalactosaminidase deficien... (ORPHA:79281), KANZAKI DISEASE (OMIM:609242), Alpha-N-acetylgalactosaminidase deficien... (ORPHA:79279)"
"NAGLU (4669)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616491), MUCOPOLYSACCHARIDOSIS TYPE IIIB (OMIM:252920)"
"PWRN1 (791114)","PRADER-WILLI SYNDROME (OMIM:176270)"
"FGFRL1 (53834)","WOLF-HIRSCHHORN SYNDROME (OMIM:194190)"
"NBN (4683)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065), NIJMEGEN BREAKAGE SYNDROME (OMIM:251260), Nijmegen breakage syndrome (ORPHA:647), APLASTIC ANEMIA (OMIM:609135), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"CCDC50 (152137)","DEAFNESS, AUTOSOMAL DOMINANT 44 (OMIM:607453)"
"UNC13D (201294)","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMI... (OMIM:608898)"
"NCF2 (4688)","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMA... (OMIM:233710), Chronic granulomatous disease (ORPHA:379)"
"NCF4 (4689)","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMA... (OMIM:613960), Chronic granulomatous disease (ORPHA:379)"
"NDN (4692)","PRADER-WILLI SYNDROME (OMIM:176270)"
"NDP (4693)","EXUDATIVE VITREORETINOPATHY 2, X-LINKED (OMIM:305390), Retinopathy of prematurity (ORPHA:90050), Coats disease (ORPHA:190), Norrie disease (ORPHA:649), NORRIE DISEASE (OMIM:310600)"
"NDUFA1 (4694)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"HSFY1 (86614)","SPERMATOGENIC FAILURE, NONOBSTRUCTIVE, Y... (OMIM:415000)"
"NDUFA2 (4695)","LEIGH SYNDROME (OMIM:256000)"
"NEB (4703)","NEMALINE MYOPATHY 2 (OMIM:256030)"
"NDUFA9 (4704)","LEIGH SYNDROME (OMIM:256000)"
"NDUFA10 (4705)","LEIGH SYNDROME (OMIM:256000)"
"NDUFB3 (4709)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFB9 (4715)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFB10 (4716)","Isolated complex I deficiency (ORPHA:2609)"
"NDUFS1 (4719)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS2 (4720)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010), Leber hereditary optic neuropathy (ORPHA:104)"
"NDUFS3 (4722)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010), LEIGH SYNDROME (OMIM:256000)"
"NDUFV1 (4723)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS4 (4724)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010), LEIGH SYNDROME (OMIM:256000)"
"NDUFS6 (4726)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS8 (4728)","Isolated complex I deficiency (ORPHA:2609), LEIGH SYNDROME (OMIM:256000)"
"NDUFV2 (4729)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NEFH (4744)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616924), Amyotrophic lateral sclerosis (ORPHA:803)"
"NEFL (4747)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607684), CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:607734)"
"NEK1 (4750)","Amyotrophic lateral sclerosis (ORPHA:803), SHORT-RIB THORACIC DYSPLASIA 6 WITH OR W... (OMIM:263520)"
"NEK2 (4751)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 67 (OMIM:615565)"
"MYO3A (53904)","DEAFNESS, AUTOSOMAL RECESSIVE 30 (OMIM:607101)"
"NEU1 (4758)","Sialidosis type 1 (ORPHA:812), NEURAMINIDASE DEFICIENCY (OMIM:256550)"
"NEUROD1 (4760)","MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:606394)"
"NF1 (4763)","WATSON SYNDROME (OMIM:193520), NEUROFIBROMATOSIS, TYPE I (OMIM:162200), 17q11.2 microduplication syndrome (ORPHA:139474), NEUROFIBROMATOSIS, FAMILIAL SPINAL (OMIM:162210), Neurofibromatosis-Noonan syndrome (ORPHA:638), JUVENILE MYELOMONOCYTIC LEUKEMIA (OMIM:607785), NEUROFIBROMATOSIS-NOONAN SYNDROME (OMIM:601321)"
"TMTC3 (160418)","LISSENCEPHALY 8 (OMIM:617255)"
"NF2 (4771)","SCHWANNOMATOSIS (OMIM:162091), NEUROFIBROMATOSIS, TYPE II (OMIM:101000), Neurofibromatosis type 2 (ORPHA:637), MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174)"
"NFIA (4774)","BRAIN MALFORMATIONS AND URINARY TRACT DE... (OMIM:613735)"
"OTOGL (283310)","DEAFNESS, AUTOSOMAL RECESSIVE 84B (OMIM:614944)"
"NFIX (4784)","SOTOS SYNDROME 2 (OMIM:614753), MARSHALL-SMITH SYNDROME (OMIM:602535)"
"NFKB1 (4790)","IMMUNODEFICIENCY, COMMON VARIABLE, 12 (OMIM:616576), Common variable immunodeficiency (ORPHA:1572)"
"NFKB2 (4791)","Deficiency in anterior pituitary functio... (ORPHA:293978), IMMUNODEFICIENCY, COMMON VARIABLE, 10 (OMIM:615577), Common variable immunodeficiency (ORPHA:1572)"
"NFKBIA (4792)","ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T... (OMIM:612132)"
"A4GALT (53947)","BLOOD GROUP, P1PK SYSTEMP(1) PHENOTYPE, ... (OMIM:111400)"
"CYP26C1 (340665)","FOCAL FACIAL DERMAL DYSPLASIA 4 (OMIM:614974), Focal facial dermal dysplasia type IV (ORPHA:398189)"
"NGF (4803)","NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:608654)"
"MYMK (389827)","CAREY-FINEMAN-ZITER SYNDROME (OMIM:254940), Carey-Fineman-Ziter syndrome (ORPHA:1358)"
"NHS (4810)","CATARACT, CONGENITAL TOTAL, WITH POSTERI... (OMIM:302200), Nance-Horan syndrome (ORPHA:627), NANCE-HORAN SYNDROME (OMIM:302350)"
"BMPER (168667)","DIAPHANOSPONDYLODYSOSTOSIS (OMIM:608022), Diaphanospondylodysostosis (ORPHA:66637)"
"NME1 (4830)","NEUROBLASTOMA (OMIM:256700)"
"USP27X (389856)","MENTAL RETARDATION, X-LINKED 105 (OMIM:300984), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"NODAL (4838)","HETEROTAXY, VISCERAL, 5, AUTOSOMAL (OMIM:270100)"
"NONO (4841)","MENTAL RETARDATION, X-LINKED, SYNDROMIC ... (OMIM:300967)"
"NOS1 (4842)","Idiopathic achalasia (ORPHA:930)"
"NANOS1 (340719)","Male infertility with teratozoospermia d... (ORPHA:399808), Male infertility with azoospermia or oli... (ORPHA:399805), SPERMATOGENIC FAILURE 12 (OMIM:615413)"
"SLC39A5 (283375)","MYOPIA 24, AUTOSOMAL DOMINANT (OMIM:615946)"
"NOTCH1 (4851)","AORTIC VALVE DISEASE 1 (OMIM:109730), Adams-Oliver syndrome (ORPHA:974), ADAMS-OLIVER SYNDROME 5 (OMIM:616028), Familial bicuspid aortic valve (ORPHA:402075)"
"NOTCH2 (4853)","ALAGILLE SYNDROME 2 (OMIM:610205), HAJDU-CHENEY SYNDROME (OMIM:102500), Acroosteolysis dominant type (ORPHA:955)"
"NOTCH3 (4854)","CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINAN... (OMIM:125310), CADASIL (ORPHA:136), Lateral meningocele syndrome (ORPHA:2789), Infantile myofibromatosis (ORPHA:2591), MYOFIBROMATOSIS, INFANTILE, 2 (OMIM:615293), LATERAL MENINGOCELE SYNDROME (OMIM:130720)"
"PNP (4860)","PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIEN... (OMIM:613179)"
"NOBOX (135935)","PREMATURE OVARIAN FAILURE 5 (OMIM:611548)"
"NPC1 (4864)","NIEMANN-PICK DISEASE, TYPE C1 (OMIM:257220)"
"NPHP1 (4867)","SENIOR-LOKEN SYNDROME 1 (OMIM:266900), Joubert syndrome with renal defect (ORPHA:220497), JOUBERT SYNDROME 4 (OMIM:609583), Senior-Loken syndrome (ORPHA:3156), Bardet-Biedl syndrome (ORPHA:110), NEPHRONOPHTHISIS 1 (OMIM:256100)"
"NPHS1 (4868)","NEPHROTIC SYNDROME, TYPE 1 (OMIM:256300), Congenital nephrotic syndrome, Finnish t... (ORPHA:839)"
"SFXN4 (119559)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:615578)"
"NPPA (4878)","ATRIAL FIBRILLATION, FAMILIAL, 6 (OMIM:612201), ATRIAL STANDSTILL 2 (OMIM:615745)"
"NIPAL4 (348938)","Congenital non-bullous ichthyosiform ery... (ORPHA:79394), ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:612281), Lamellar ichthyosis (ORPHA:313)"
"NPR2 (4882)","SHORT STATURE WITH NONSPECIFIC SKELETAL ... (OMIM:616255), EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE (OMIM:615923), ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE (OMIM:602875), Acromesomelic dysplasia, Maroteaux type (ORPHA:40)"
"SLC11A2 (4891)","ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRO... (OMIM:206100)"
"NRAS (4893)","SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME (OMIM:163200), THYROID CANCER, NONMEDULLARY, 2 (OMIM:188470), Linear nevus sebaceus syndrome (ORPHA:2612), MELANOSIS, NEUROCUTANEOUS (OMIM:249400), MELANOCYTIC NEVUS SYNDROME, CONGENITAL (OMIM:137550), COLORECTAL CANCER (OMIM:114500), Noonan syndrome (ORPHA:648), NOONAN SYNDROME 6 (OMIM:613224), RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERA... (OMIM:614470), Large congenital melanocytic nevus (ORPHA:626), NEVUS, KERATINOCYTIC, NONEPIDERMOLYTIC (OMIM:162900)"
"DPY19L2 (283417)","SPERMATOGENIC FAILURE 9 (OMIM:613958)"
"NRL (4901)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 27 (OMIM:613750)"
"NRTN (4902)","Hirschsprung disease (ORPHA:388)"
"PRICKLE1 (144165)","Unverricht-Lundborg disease (ORPHA:308), EPILEPSY, PROGRESSIVE MYOCLONIC 1B (OMIM:612437)"
"NT5E (4907)","Hereditary arterial and articular multip... (ORPHA:289601), CALCIFICATION OF JOINTS AND ARTERIES (OMIM:211800)"
"NTF4 (4909)","GLAUCOMA 1, OPEN ANGLE, O (OMIM:613100)"
"NTHL1 (4913)","FAMILIAL ADENOMATOUS POLYPOSIS 3 (OMIM:616415)"
"HCN1 (348980)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:615871)"
"NTRK1 (4914)","INSENSITIVITY TO PAIN, CONGENITAL, WITH ... (OMIM:256800), THYROID CARCINOMA, FAMILIAL MEDULLARY (OMIM:155240), Hereditary sensory and autonomic neuropa... (ORPHA:642)"
"NTRK2 (4915)","OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL ... (OMIM:613886)"
"ROR2 (4920)","Brachydactyly type B (ORPHA:93383), BRACHYDACTYLY, TYPE B1 (OMIM:113000), Autosomal recessive Robinow syndrome (ORPHA:1507), ROBINOW SYNDROME, AUTOSOMAL RECESSIVE (OMIM:268310)"
"DDR2 (4921)","SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT ... (OMIM:271665)"
"NUMA1 (4926)","ACUTE PROMYELOCYTIC LEUKEMIA (OMIM:612376)"
"NR4A2 (4929)","PARKINSON DISEASE, LATE-ONSET (OMIM:168600)"
"TSPEAR (54084)","DEAFNESS, AUTOSOMAL RECESSIVE 98 (OMIM:614861)"
"GPR143 (4935)","X-linked recessive ocular albinism (ORPHA:54), ALBINISM, OCULAR, TYPE I (OMIM:300500), NYSTAGMUS 6, CONGENITAL, X-LINKED (OMIM:300814)"
"OAT (4942)","ORNITHINE AMINOTRANSFERASE DEFICIENCY (OMIM:258870)"
"OCA2 (4948)","ALBINISM, OCULOCUTANEOUS, TYPE II (OMIM:203200), Oculocutaneous albinism type 2 (ORPHA:79432)"
"RIPK4 (54101)","POPLITEAL PTERYGIUM SYNDROME, LETHAL TYP... (OMIM:263650), Bartsocas-Papas syndrome (ORPHA:1234)"
"OCRL (4952)","Oculocerebrorenal syndrome of Lowe (ORPHA:534), LOWE OCULOCEREBRORENAL SYNDROME (OMIM:309000), DENT DISEASE 2 (OMIM:300555)"
"SYT2 (127833)","MYASTHENIC SYNDROME, CONGENITAL, 7, PRES... (OMIM:616040)"
"GPR88 (54112)","CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTO... (OMIM:616939)"
"CHAMP1 (283489)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:616579)"
"OGDH (4967)","ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICI... (OMIM:203740), Oxoglutaricaciduria (ORPHA:31)"
"OGG1 (4968)","RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"OPA1 (4976)","BEHR SYNDROME (OMIM:210000), Autosomal dominant optic atrophy plus sy... (ORPHA:1215), OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, ... (OMIM:125250), OPTIC ATROPHY 1 (OMIM:165500), Behr syndrome (ORPHA:1239), MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (OMIM:616896)"
"TNFRSF11B (4982)","Juvenile Paget disease (ORPHA:2801), PAGET DISEASE OF BONE 5, JUVENILE-ONSET (OMIM:239000)"
"OPHN1 (4983)","X-linked intellectual disability-cerebel... (ORPHA:137831), MENTAL RETARDATION, X-LINKED, WITH CEREB... (OMIM:300486)"
"STT3B (201595)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:615597), STT3B-CDG (ORPHA:370924)"
"SIX6 (4990)","MICROPHTHALMIA, SYNDROMIC 3 (OMIM:206900), OPTIC DISC ANOMALIES WITH RETINAL AND/OR... (OMIM:212550)"
"ORC1 (4998)","MEIER-GORLIN SYNDROME 1 (OMIM:224690), Ear-patella-short stature syndrome (ORPHA:2554)"
"ORC4 (5000)","MEIER-GORLIN SYNDROME 2 (OMIM:613800), Ear-patella-short stature syndrome (ORPHA:2554)"
"SLC22A18 (5002)","BREAST CANCER (OMIM:114480), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980), RHABDOMYOSARCOMA 1 (OMIM:268210)"
"OTC (5009)","Ornithine transcarbamylase deficiency (ORPHA:664), ORNITHINE TRANSCARBAMYLASE DEFICIENCY, H... (OMIM:311250)"
"KLLN (100144748)","COWDEN SYNDROME 4 (OMIM:615107), Cowden syndrome (ORPHA:201)"
"OTX2 (5015)","MICROPHTHALMIA, SYNDROMIC 5 (OMIM:610125), Septo-optic dysplasia spectrum (ORPHA:3157), Combined pituitary hormone deficiencies,... (ORPHA:95494), PITUITARY HORMONE DEFICIENCY, COMBINED, ... (OMIM:613986), Agnathia-holoprosencephaly-situs inversu... (ORPHA:990)"
"OXCT1 (5019)","SUCCINYL-COA:3-OXOACID COA TRANSFERASE D... (OMIM:245050)"
"P2RX1 (5023)","BLEEDING DISORDER DUE TO P2RY12 DEFECT (OMIM:609821)"
"P2RY11 (5032)","Narcolepsy-cataplexy syndrome (ORPHA:2073)"
"P4HB (5034)","Cole-Carpenter syndrome (ORPHA:2050), COLE-CARPENTER SYNDROME 1 (OMIM:112240)"
"NANS (54187)","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, GENEVI... (OMIM:610442)"
"PAFAH1B1 (5048)","LISSENCEPHALY 1 (OMIM:607432), Miller-Dieker syndrome (ORPHA:531), 17p13.3 microduplication syndrome (ORPHA:217385)"
"PAH (5053)","Classic phenylketonuria (ORPHA:79254), PHENYLKETONURIA (OMIM:261600)"
"CYCS (54205)","THROMBOCYTOPENIA 4 (OMIM:612004)"
"SERPINE1 (5054)","PLASMINOGEN ACTIVATOR INHIBITOR-1 DEFICI... (OMIM:613329)"
"TREM2 (54209)","POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA... (OMIM:221770), Amyotrophic lateral sclerosis (ORPHA:803), Progressive non-fluent aphasia (ORPHA:100070), Behavioral variant of frontotemporal dem... (ORPHA:275864), Nasu-Hakola disease (ORPHA:2770)"
"PAK3 (5063)","MENTAL RETARDATION, X-LINKED 30 (OMIM:300558), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"PRKN (5071)","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE... (OMIM:600116), OVARIAN CANCEROVARIAN CANCER, EPITHELIAL... (OMIM:167000), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980)"
"PARN (5073)","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESS... (OMIM:616353), Dyskeratosis congenita (ORPHA:1775), Hoyeraal-Hreidarsson syndrome (ORPHA:3322), Idiopathic pulmonary fibrosis (ORPHA:2032), PULMONARY FIBROSIS AND/OR BONE MARROW FA... (OMIM:616371)"
"PAX1 (5075)","OTOFACIOCERVICAL SYNDROME 2 (OMIM:615560), Otofaciocervical syndrome (ORPHA:2792)"
"PAX2 (5076)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7 (OMIM:616002), PAPILLORENAL SYNDROME (OMIM:120330), RENAL HYPODYSPLASIA/APLASIA 1 (OMIM:191830), Renal coloboma syndrome (ORPHA:1475)"
"PAX3 (5077)","Craniofacial-deafness-hand syndrome (ORPHA:1529), CRANIOFACIAL-DEAFNESS-HAND SYNDROME (OMIM:122880), Waardenburg syndrome type 1 (ORPHA:894), Waardenburg syndrome type 3 (ORPHA:896), RHABDOMYOSARCOMA 2 (OMIM:268220), WAARDENBURG SYNDROME, TYPE 3 (OMIM:148820), WAARDENBURG SYNDROME, TYPE 1 (OMIM:193500)"
"PAX4 (5078)","MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:612225), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853)"
"PAX6 (5080)","GILLESPIE SYNDROME (OMIM:206700), ANIRIDIA 1 (OMIM:106210), Peters anomaly (ORPHA:708), Aniridia-cerebellar ataxia-intellectual ... (ORPHA:1065), FOVEAL HYPOPLASIA AND PRESENILE CATARACT... (OMIM:136520), Isolated aniridia (ORPHA:250923), WAGR syndrome (ORPHA:893), Morning glory syndrome (ORPHA:35737), Isolated optic nerve hypoplasia (ORPHA:137902), Foveal hypoplasia-presenile cataract syn... (ORPHA:2253), WILMS TUMOR, ANIRIDIA, GENITOURINARY ANO... (OMIM:194072), COLOBOMA OF OPTIC NERVEOPTIC NERVE HEAD ... (OMIM:120430), OPTIC NERVE HYPOPLASIA, BILATERALOPTIC N... (OMIM:165550), KERATITIS, HEREDITARY (OMIM:148190), PETERS ANOMALY (OMIM:604229)"
"PAX7 (5081)","RHABDOMYOSARCOMA 2 (OMIM:268220)"
"PAX9 (5083)","Oligodontia (ORPHA:99798), TOOTH AGENESIS, SELECTIVE, 3 (OMIM:604625)"
"PC (5091)","PYRUVATE CARBOXYLASE DEFICIENCY (OMIM:266150)"
"PCBD1 (5092)","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D (OMIM:264070)"
"PCCA (5095)","PROPIONIC ACIDEMIA (OMIM:606054), Propionic acidemia (ORPHA:35)"
"PCCB (5096)","PROPIONIC ACIDEMIA (OMIM:606054), Propionic acidemia (ORPHA:35)"
"PCK1 (5105)","PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICI... (OMIM:261680)"
"PCK2 (5106)","PHOSPHOENOLPYRUVATE CARBOXYKINASE 2, MIT... (OMIM:261650)"
"PCM1 (5108)","THYROID CANCER, NONMEDULLARY, 1 (OMIM:188550)"
"PCNA (5111)","ATAXIA-TELANGIECTASIA-LIKE DISORDER 2 (OMIM:615919)"
"OTOG (340990)","DEAFNESS, AUTOSOMAL RECESSIVE 18B (OMIM:614945)"
"PCNT (5116)","MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL... (OMIM:210720), Microcephalic osteodysplastic primordial... (ORPHA:2637), Seckel syndrome (ORPHA:808)"
"CHMP1A (5119)","PONTOCEREBELLAR HYPOPLASIA, TYPE 8 (OMIM:614961)"
"SLC24A5 (283652)","Oculocutaneous albinism type 6 (ORPHA:370097), SKIN/HAIR/EYE PIGMENTATION, VARIATION IN... (OMIM:113750)"
"PCSK1 (5122)","Obesity due to prohormone convertase I d... (ORPHA:71528), PROPROTEIN CONVERTASE 1/3 DEFICIENCY (OMIM:600955)"
"SDHAF1 (644096)","MITOCHONDRIAL COMPLEX II DEFICIENCY (OMIM:252011)"
"PCYT1A (5130)","SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-... (OMIM:608940), Spondylometaphyseal dysplasia-cone-rod d... (ORPHA:85167), Leber congenital amaurosis (ORPHA:65)"
"PDE3A (5139)","HYPERTENSION AND BRACHYDACTYLY SYNDROME (OMIM:112410), Brachydactyly-arterial hypertension synd... (ORPHA:1276)"
"PDE4D (5144)","Acrodysostosis (ORPHA:950), ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE... (OMIM:614613), Acrodysostosis with multiple hormone res... (ORPHA:280651)"
"PDE6A (5145)","RETINITIS PIGMENTOSA 43 (OMIM:613810), Retinitis pigmentosa (ORPHA:791)"
"PDE6C (5146)","CONE DYSTROPHY 4 (OMIM:613093), Achromatopsia (ORPHA:49382), Progressive cone dystrophy (ORPHA:1871)"
"PDE6D (5147)","JOUBERT SYNDROME 22 (OMIM:615665)"
"PDE6G (5148)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA (OMIM:268000), RETINITIS PIGMENTOSA 57 (OMIM:613582)"
"PDE6H (5149)","Achromatopsia (ORPHA:49382), RETINAL CONE DYSTROPHY 3A (OMIM:610024)"
"PDGFB (5155)","BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:615483), Dermatofibrosarcoma protuberans (ORPHA:31112), BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:213600), MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174), Bilateral striopallidodentate calcinosis (ORPHA:1980)"
"PDGFRA (5156)","HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC (OMIM:607685), Gastrointestinal stromal tumor (ORPHA:44890), GASTROINTESTINAL STROMAL TUMOR (OMIM:606764)"
"PDGFRL (5157)","HEPATOCELLULAR CARCINOMA (OMIM:114550)"
"PDE6B (5158)","NIGHT BLINDNESS, CONGENITAL STATIONARY, ... (OMIM:163500), Retinitis pigmentosa (ORPHA:791), Congenital stationary night blindness (ORPHA:215), RETINITIS PIGMENTOSA 40 (OMIM:613801)"
"PDGFRB (5159)","MYELOPROLIFERATIVE DISORDER, CHRONIC, WI... (OMIM:131440), Infantile myofibromatosis (ORPHA:2591), BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:615007), MYOFIBROMATOSIS, INFANTILE, 1 (OMIM:228550), PREMATURE AGING SYNDROME, PENTTINEN TYPE (OMIM:601812), BASAL GANGLIA CALCIFICATION, IDIOPATHIC,... (OMIM:213600), KOSAKI OVERGROWTH SYNDROME (OMIM:616592), Bilateral striopallidodentate calcinosis (ORPHA:1980)"
"PDHA1 (5160)","PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIEN... (OMIM:312170)"
"PDHB (5162)","PYRUVATE DEHYDROGENASE E1-BETA DEFICIENC... (OMIM:614111)"
"ENPP1 (5167)","HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECE... (OMIM:613312), COLE DISEASE (OMIM:615522), ARTERIAL CALCIFICATION, GENERALIZED, OF ... (OMIM:208000), Pseudoxanthoma elasticum (ORPHA:758), Autosomal recessive hypophosphatemic ric... (ORPHA:289176)"
"SLC26A4 (5172)","Thyroid hypoplasia (ORPHA:95720), ENLARGED VESTIBULAR AQUEDUCT (OMIM:600791), PENDRED SYNDROME (OMIM:274600), Pendred syndrome (ORPHA:705), Athyreosis (ORPHA:95713)"
"PDYN (5173)","SPINOCEREBELLAR ATAXIA 23 (OMIM:610245)"
"SERPINF1 (5176)","OSTEOGENESIS IMPERFECTA, TYPE VI (OMIM:613982)"
"GDAP1 (54332)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WIT... (OMIM:607706), CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE I... (OMIM:608340), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607831), CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (OMIM:214400)"
"BLNK (29760)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIV... (OMIM:613502)"
"PEPD (5184)","PROLIDASE DEFICIENCY (OMIM:170100), Prolidase deficiency (ORPHA:742)"
"PEX1 (5189)","Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), Infantile Refsum disease (ORPHA:772), PEROXISOME BIOGENESIS DISORDER 1B (OMIM:601539), Deafness-enamel hypoplasia-nail defects ... (ORPHA:3220), HEIMLER SYNDROME 1 (OMIM:234580), PEROXISOME BIOGENESIS DISORDER 1A (ZELLW... (OMIM:214100)"
"PEX6 (5190)","HEIMLER SYNDROME 2 (OMIM:616617), Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), Infantile Refsum disease (ORPHA:772), Deafness-enamel hypoplasia-nail defects ... (ORPHA:3220), PEROXISOME BIOGENESIS DISORDER 4A (ZELLW... (OMIM:614862), PEROXISOME BIOGENESIS DISORDER 4B (OMIM:614863)"
